worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year
235,Uttarakhand,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,35,46659,1902
236,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,24,28395,1867
237,Chhattisgarh,Female,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,22,4387,259
238,Goa,Male,Married,Hindu,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_individual,35,197212,2880
239,Haryana,Male,Unmarried,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,26,70076,1995
240,Odisha,Male,Unmarried,Hindu,Forward caste,Urban,1-4 yrs,casual_daily,private_individual,23,21383,1084
241,Karnataka,Male,Married,Muslim,Muslim,Rural,1-4 yrs,casual_daily,private_individual,50,10422,1443
242,Bihar,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),regular_informal,private_individual,50,69593,2573
243,Delhi,Male,Married,Hindu,Brahmin,Urban,Graduate (15),short_term_contract,private_individual,44,70647,2503
244,Jharkhand,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,23,21098,558
245,Tripura,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,61,13277,883
246,Chhattisgarh,Female,Married,Hindu,Adivasi (ST),Rural,Secondary (10-11),casual_piecework,private_individual,27,20134,1465
247,Andhra Pradesh,Female,Married,Hindu,Brahmin,Urban,Graduate (15),regular_informal,other,46,68672,2938
248,Madhya Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_piecework,private_individual,20,54633,1477
249,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,other_govt_program,25,52242,2028
250,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,49,70979,2092
251,Karnataka,Female,Married,Christian,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,36,30781,3616
252,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Middle (6-9),regular_informal,private_individual,26,76408,2842
253,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,27,5719,224
254,Himachal Pradesh,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,35,57272,2170
255,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,49,32617,2432
256,Tamil Nadu,Female,Widowed,Christian,Christian/Sikh/Jain,Urban,1-4 yrs,casual_daily,private_individual,45,8552,1998
257,Maharashtra,Female,Married,Buddhist,Dalit (SC),Rural,Secondary (10-11),casual_daily,mgnrega,45,26481,1439
258,Haryana,Male,Married,Hindu,Forward caste,Rural,Primary (5),short_term_contract,private_firm,44,71266,2492
259,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,45,55185,2078
260,Maharashtra,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,47,50012,1958
261,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,29,11329,963
262,Gujarat,Male,Unmarried,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,21,36399,2851
263,Delhi,Male,Unmarried,Hindu,Muslim,Urban,Primary (5),casual_daily,private_individual,45,79753,2829
264,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,20,32996,2380
265,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,44,18894,1198
266,Punjab,Male,Unmarried,Sikh,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_firm,25,46877,1591
267,Maharashtra,Male,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_individual,40,132882,3039
268,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,18,54487,4000
269,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,24,15883,1518
270,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,45,36080,2707
271,West Bengal,Female,Widowed,Hindu,Dalit (SC),Urban,1-4 yrs,casual_piecework,other,55,7753,846
272,Chhattisgarh,Female,Married,Hindu,OBC,Rural,Graduate (15),casual_daily,private_individual,21,19197,1941
273,Chandigarh,Male,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),casual_daily,private_individual,60,55187,3457
274,Kerala,Female,Married,Jain,Christian/Sikh/Jain,Urban,Graduate (15),casual_piecework,other,46,68692,2413
275,Tamil Nadu,Male,Separated/Divorced,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,22,17131,2005
276,West Bengal,Female,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,42,220214,2834
277,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,22,51096,2737
278,Haryana,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,27,47944,311
279,Assam,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,50,38708,2312
280,Tamil Nadu,Female,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,43,59844,2088
281,Maharashtra,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,25,45242,2829
282,Kerala,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,45,73644,2475
283,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,mgnrega,23,3040,191
284,West Bengal,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,21,16271,1993
285,Andhra Pradesh,Male,Unmarried,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,22,2654,217
286,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),regular_informal,private_firm,54,46852,2890
287,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_individual,40,5804,1188
288,Maharashtra,Male,Unmarried,Hindu,Dalit (SC),Rural,Secondary (10-11),regular_informal,private_firm,22,127218,2909
289,Daman & Diu,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,mgnrega,49,70,1115
290,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,22,36403,1617
291,Manipur,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,31,3904,2375
292,Tamil Nadu,Female,Married,Christian,Christian/Sikh/Jain,Urban,1-4 yrs,casual_daily,mgnrega,27,42146,2402
293,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),short_term_contract,private_individual,31,38539,2870
294,Punjab,Male,Married,Sikh,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,20,7976,621
295,Maharashtra,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,50,13443,1821
296,West Bengal,Male,Married,Hindu,Forward caste,Urban,Graduate (15),casual_piecework,other,45,88577,2791
297,Tamil Nadu,Female,Widowed,Christian,Christian/Sikh/Jain,Urban,1-4 yrs,casual_daily,private_individual,52,888,1680
298,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Middle (6-9),regular_informal,private_individual,39,128074,2835
299,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,44,31167,1814
300,Karnataka,Male,Unmarried,Hindu,Forward caste,Urban,Graduate (15),short_term_contract,private_individual,22,178933,2255
301,Gujarat,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,24,6356,2478
302,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,36,50388,1947
303,Jharkhand,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_individual,46,14424,2091
304,Tripura,Male,Married,Hindu,Forward caste,Rural,Primary (5),casual_daily,private_individual,22,49169,369
305,Kerala,Male,Unmarried,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,30,160074,2414
306,Tamil Nadu,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,31,6056,1527
307,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Graduate (15),casual_piecework,private_firm,38,59505,2986
308,Kerala,Female,Widowed,Buddhist,Dalit (SC),Rural,1-4 yrs,casual_piecework,private_individual,60,6685,1645
309,Andhra Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,22,48161,2697
310,Gujarat,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,25,48005,1266
311,Chhattisgarh,Female,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,49,3317,340
312,Gujarat,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,46,74158,2586
313,Uttar Pradesh,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_firm,19,11142,1992
314,Karnataka,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,19,15577,1424
315,Jharkhand,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,mgnrega,41,18528,2168
316,Maharashtra,Male,Married,Hindu,Forward caste,Urban,Secondary (10-11),casual_daily,private_individual,36,129198,1434
317,Kerala,Male,Married,Muslim,Muslim,Urban,Higher Sec (12-14),regular_informal,private_individual,29,72314,2516
318,Assam,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,21,51670,2007
319,West Bengal,Male,Unmarried,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,25,168189,3031
320,Tripura,Male,Married,Tribal,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,39,24872,1829
321,Haryana,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,37,50203,2326
322,Odisha,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,24,46146,1846
323,Uttarakhand,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_firm,53,78800,2924
324,Kerala,Male,Unmarried,Hindu,Christian/Sikh/Jain,Urban,Higher Sec (12-14),casual_piecework,private_firm,23,171734,2367
325,Rajasthan,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_piecework,private_individual,57,5786,306
326,Delhi,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,other,48,26184,2761
327,Gujarat,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,57,15530,1971
328,Karnataka,Male,Unmarried,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,22,56898,2587
329,Punjab,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,37,194242,2972
330,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,30,11195,1434
331,West Bengal,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),regular_informal,private_individual,42,86289,2921
332,Maharashtra,Male,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,private_individual,26,47178,1938
333,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,18,52043,1813
334,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_individual,19,33544,2892
335,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,mgnrega,51,6857,1683
336,Delhi,Male,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_firm,45,102723,2541
337,Kerala,Female,Married,Christian,Christian/Sikh/Jain,Rural,Graduate (15),casual_daily,other,46,96545,2986
338,Assam,Male,Married,Muslim,Muslim,Rural,Primary (5),regular_informal,private_individual,49,66907,3074
339,Mizoram,Female,Married,Christian,Christian/Sikh/Jain,Rural,1-4 yrs,casual_daily,mgnrega,45,18986,1578
340,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,30,47539,2511
341,Bihar,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,22,27087,1655
342,Rajasthan,Male,Unmarried,Hindu,Dalit (SC),Rural,1-4 yrs,casual_piecework,private_firm,22,2614,1844
343,Jharkhand,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,other,53,70,1377
344,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,43,38056,2018
345,Uttarakhand,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_firm,46,176807,2963
346,West Bengal,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,44,51853,2907
347,Jharkhand,Male,Married,Muslim,OBC,Urban,Middle (6-9),casual_daily,mgnrega,35,3570,314
348,Odisha,Male,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),casual_daily,private_firm,21,38118,567
349,Nagaland,Male,Married,Christian,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,25,8312,2173
350,Haryana,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,40,86188,2066
351,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,64,3328,1292
352,Tripura,Male,Married,Christian,Adivasi (ST),Rural,Primary (5),casual_piecework,mgnrega,57,1787,99
353,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_individual,25,75471,1464
354,Karnataka,Male,Widowed,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,39,25863,1737
355,Uttar Pradesh,Male,Unmarried,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,20,69977,2998
356,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,50,16842,1097
357,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,45,87274,1849
358,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,26,46930,3907
359,Gujarat,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,other,21,71418,2869
360,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,42,91916,2903
361,Chhattisgarh,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),regular_informal,private_individual,28,166239,1998
362,Delhi,Female,Married,Buddhist,Dalit (SC),Urban,Higher Sec (12-14),short_term_contract,private_individual,36,72371,2410
363,Punjab,Male,Unmarried,Sikh,Dalit (SC),Rural,Graduate (15),regular_informal,other,24,56613,2656
364,Andhra Pradesh,Male,Unmarried,Hindu,OBC,Urban,Secondary (10-11),short_term_contract,private_firm,19,102518,2994
365,Jharkhand,Male,Unmarried,Muslim,Muslim,Urban,1-4 yrs,short_term_contract,private_individual,21,183826,2486
366,Bihar,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,30,50347,2050
367,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,23,239723,2894
368,Delhi,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),short_term_contract,private_individual,46,66582,2938
369,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,18,20171,1884
370,Jharkhand,Male,Married,Other,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,58,37326,885
371,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,30,42084,2819
372,Uttar Pradesh,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,23,77181,2507
373,Chhattisgarh,Male,Married,Hindu,Brahmin,Urban,Graduate (15),regular_informal,private_firm,45,48768,2916
374,Gujarat,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,29,23019,229
375,Madhya Pradesh,Female,Widowed,Hindu,Adivasi (ST),Urban,Middle (6-9),casual_daily,private_individual,56,23412,1952
376,Karnataka,Female,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,private_individual,49,22975,2179
377,Odisha,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,59,11268,1064
378,Rajasthan,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,34,14887,1613
379,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,other,54,22818,2846
380,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),short_term_contract,private_individual,29,48392,2375
381,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,21,47356,2961
382,Kerala,Male,Married,Hindu,OBC,Urban,Middle (6-9),regular_informal,private_firm,46,91757,2958
383,Chhattisgarh,Female,Married,Hindu,Dalit (SC),Rural,Primary (5),regular_informal,mgnrega,42,4630,2866
384,Tamil Nadu,Female,Married,Christian,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,59,71205,1671
385,Assam,Male,Unmarried,Muslim,Muslim,Rural,1-4 yrs,casual_daily,mgnrega,18,6674,178
386,Punjab,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,26,43737,2876
387,West Bengal,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,23,8399,1820
388,Arunachal Pradesh,Male,Married,Christian,Adivasi (ST),Rural,Graduate (15),regular_informal,private_firm,46,50409,2922
389,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,45,169643,2804
390,Puducherry,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),casual_daily,other,40,7765,1504
391,Odisha,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,35,49491,2041
392,Madhya Pradesh,Male,Married,Hindu,Brahmin,Urban,Primary (5),casual_daily,private_individual,49,44994,1408
393,Tamil Nadu,Female,Widowed,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,38,13516,571
394,Tamil Nadu,Male,Separated/Divorced,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,42,44764,2451
395,Jammu & Kashmir,Female,Married,Hindu,Forward caste,Rural,Post-graduate (16+),short_term_contract,private_firm,28,29565,1805
396,Uttar Pradesh,Male,Unmarried,Muslim,Muslim,Urban,1-4 yrs,casual_daily,other,24,52759,589
397,Karnataka,Female,Separated/Divorced,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,52,41528,2079
398,Jharkhand,Male,Unmarried,Other,Adivasi (ST),Urban,Primary (5),casual_daily,private_individual,24,17603,1058
399,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,Secondary (10-11),regular_informal,private_firm,35,79225,1571
400,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Rural,Middle (6-9),casual_daily,private_individual,29,56964,2294
401,Karnataka,Female,Widowed,Muslim,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,55,49347,2494
402,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,18,45264,1592
403,Chhattisgarh,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,28,4291,1060
404,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,private_firm,29,80611,2609
405,Odisha,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,53,10832,724
406,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Middle (6-9),regular_informal,private_individual,46,142011,3008
407,Maharashtra,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),regular_informal,private_firm,46,104496,2920
408,Maharashtra,Male,Unmarried,Hindu,Forward caste,Urban,Secondary (10-11),regular_informal,private_individual,18,58260,2864
409,Andhra Pradesh,Male,Married,Hindu,Muslim,Rural,Secondary (10-11),casual_piecework,private_individual,27,184973,1489
410,Puducherry,Male,Unmarried,Hindu,OBC,Rural,1-4 yrs,regular_informal,other,27,16716,2971
411,Puducherry,Male,Separated/Divorced,Hindu,Brahmin,Rural,Middle (6-9),regular_informal,other_govt_program,39,57492,1880
412,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_firm,47,44394,1645
413,Kerala,Male,Married,Muslim,Muslim,Urban,Secondary (10-11),regular_informal,private_individual,51,187192,2968
